source,text,label
35,Was etwa noch von meinem Gang durch diese Zeit zu sagen wäre besteht in folgenden Vers.,neutral
26,"Mit Scham und Schmerzentränen baten wir Ihn unseren Herrn und Heiland, uns unserer großen Mängel und Gebrechen wohl bewußt, um Seine gnädige Absolution, die Er uns auch im vielen Maß zu Teil werden ließ, worauf wir uns noch vor unserer Trauung durch den Genuß Seines Leichnams und Blutes im heiligen Abendmahl stärkten und erquickten und uns mit neuem Muthe ganz in Seine Wege übergaben.",positive
5,"Bey Gelegenheit der ersten Gebetgen die ich lernte, als: Christi Blut und Gerechtigkeit pp Da schmeckte und fühlte ich schon was von dem theuren kostbaren Blut und kriegte solche lebendige Eindrücke vom Marterlämmlein, die mir durch alle Zeiten durch geblieben sind.",positive
18,"Sie pflegte sich in allen Umständen, wenn sie dieselben auch nach s. schwer und betrubend schienen, kindlich auf die Hulfe unsers lieben Heilandes zu verlassen, und suchte bey Ihm ihren Trost.",positive
23,"was ich dachte, daß es mit ihm worden wäre, wenn er in der Stunde gestorben,",negative
39,"Doch hatte ich die große Gnade, am 13t Aug: 1756 erstmalige Mitgenoßin deßelben des h. Amhls zu werden, wobey mir Furcht u. Angst und Alles dergleichen wegfiel; u. so lebte ich als ein recht seliges u. vergnügtes Mädchen, u. wurde in demselben Jahr zur Gehülfin in der Vorgesetztenschaft bey Mädchen von meinem Alter angestellt.",positive
26,"So bald sie fertig war, stellte ich sie in die Scheuer, und es wurde gleich den folgenden Tag Gebrauch davon gemacht.",neutral
26,"Nun war ich an dem rechten Ort, den der Heiland für mich bestimmt hatte.",positive
19,"Ich gieng darauf in eine Versammlung einiger erweckter und erzehlte was mir wiederfahren war und fragte: ob ich es nun glauben dürfte, daß mir meine Sünde vergeben wäre?",neutral
32,"Mein Verlangen ging auch balde dahin, in die Gemeine aufgenommen zu werden, u. manches thränlein weinte ich meinem besten Freunde darüber in Sein treues Herz;",positive
26,"Hier wurden wir mit unserem Sohn {NAME} bei der Ferry an der Lecha angestellt, in welchem Geschäfte wir 3 Jahre verblieben.",neutral
14,"Es war wol kein Wunder, daß er bis der mancherlei Zerstreuungen seines Gemüts, von der Bekanntschaft mit der Gemeine entfremdet und auch in seinem Herzen gegen die Brüder schüchtern wurde.",negative
11,"Für die vergangne Proben will ich das Lamm recht loben wenn sie mir fallen ein, sie bleiben mir doch wichtig, die Führung ist auch richtig, soll mir ein ewger Segen seyn.",positive
35,"Gott sey Dank, der sich hinieder Mein Herz durch seinen theuren Frieden Zum ew’gen Eigenthum gemacht.",positive
1,"von da an hatte Sie einen seligen fröhlichen gnadengang, war in ihrem herzen kindlich und sünderhaft gegen den Heiland, bezeigte es oftt mit Thränen, wie froh Sie sey daß Sie in der Gemeine wäre,",positive
19,"dabey bildete ich mir doch was darauf ein, daß ich Vergebung meiner Sünden erlangt hätte;",positive
28,Den Tag drauf wurde ich mit einem anderen Neger- Knaben in Mr. {NAME}s Haus gebracht und zu einer Probe auf 4. Wochen.,neutral
5,"So kühn und außerordentlich nun dieses Unternehmen aussahe und so schwer es mir zu stehen kam, (denn meine Elltern schickten mir sogleich nach und ließen mich von Frankfurth aus zurück holen) so war doch dieses das nächste Mittel geweßen, mich los zu machen.",negative
0,"Wie wirst du dankbar nun empfahen, was Er aus Gnaden dir reicht dar.",positive
28,Ich hatte oft ein großes Verlangen getauft zu werden u. Mr. {NAME} offerirte sich einmal mich zu tauffen. Mr {NAME} lehnte es aber ab.,negative
33,"so verlies er mich. worüber ich sehr froh war,",positive
11,"Anno 1753 den 24ten September wurde mir angetragen, mit der ersten Colonne von 11 ledigen Brüdern nach Nord Carolina zu gehen, und weil ich dachte: Ich bin nun nicht mehr mein ich gehöre dem Lamm, so konte diesen Antrag um so viel williger annehmen.",positive
19,"denn bey aller meiner Weigerung, hatte ich vollkommene überzeugung daß mich der liebe Heiland zur Gemeine haben wolte, nur hätte ich lieber mit einem lustigen Herzen meine Sache ausgeführt.",negative
8,"Auf vieles Zureden ging er doch selber einmal hin, blieb aber nur auf der Trapp stehen; und obgleich ihm das Jüngers Rede wohl gefiel, so konnte er doch über seinen gefaßten Sorupel nicht weg.",negative
36,"Da ich 15 Jahr alt war kam ich in die Fremde, und diente in Nagolt bey 16 Jahr.",neutral
36,Meine Eltern {NAME} u. {NAME} haben mich sorgfältig vor den lieben Gott erzogen.,positive
33,d: 13 Apill morgens in der 8 Stunde entschlief sie mit dem segen ihres Chors u der Gem.,positive
1,"Sie brachte auch das erste Jahr nach ihrer Taufe recht selig zu, war lichte und vergnügt, und man nahm der lieben Mutter ihre gnaden Arbeit an ihrem Herzen wahr, kam aber hernach in eine gleichgültigkeit ihres Herzens, und aus ihrer Taufgnade wieder heraus, daß wir oftte betrübte Stunden über Sie hatten.",negative
10,wir wurden mit Hhuth mehr bekannt und 1735. den 14ten May kamen wir mit einem Sohn und einer Tochter nach Hhuth zum wohnen,neutral
14,"Ich bin aber nicht beständig geblieben, obgleich Seine Treue nicht wanckend worden ist.",negative
11,"Der Hauptmann ließ gleich das ganze Hauß durchsuchen, und so auch die Scheune, und sie kamen auch an den Ort, wo ich saß. stie- ßen mit einem Degen und Spieß nahe bey mir in das Stroh, trafen mich aber doch nicht:",neutral
28,"Da aber die Lucke im Schiff aufgemacht wurde u. etwa 60. Schwarze herauskamen, so vergieng unser Furcht u. ich tröstete mich, daß es mir gehen werde wie ihnen.",positive
1,"Ihre Taufe war ihr besonders wichtig, und ihrem Herzen zum wahren Segen,",positive
19,"das trieb mich zum beten,",neutral
36,"Ihr theilnehmendes Herz an dem ganzen Wercke des HErrn, äußerte sich oft gar lieblich,",positive
16,"Am 7ten dieses kejam sie eine Entzundung im Hals, welche von Tag zu Tag zunahm, und endlich die Brust mit angriff.",negative
11,"ich übergab mich aber ganz in Seinen Willen, und es war mir armen Sünder eine große Gnade daß mich der Heiland zu Seinem Volck gebracht, und was da über mich kommt, alles von Ihm herkommt, und ich nun Seine bin mit Leib und Seel, und wills auch bleiben, bis ich Ihn seh.",positive
10,47. giengen wir nach Heidelberg und darauf nach Oley in die Anstalt daselbst,neutral
27,"Meine Eltern {NAME} und {NAME} waren gottsuchende und um ihre Seligkeit bekümmerte Leute, hielten mich fleißig zu Kirche und Schule und zur Lesung der Bibel, wozu ich besonders inklinierte, an.",positive
1,"da ihr die Schwester {NAME} sagte, das Sie heute ihr Abendmahl haben solte, war sie ganz außer sich vor Freuden, konte es kaum erwarten, so groß war ihr verlangen,",positive
39,Am 4t May des folgenden Jahrs ward ich ins Jungfern- Chor aufgenommen.,neutral
32,"Gleichwol soll nur so viel gesagt werden, daß Sie unermüdet treu u. Wachsam bey Tag u. Nacht gewesen, u. den Schul-Unterricht aufs beste u. pünktlichste besorgt hat.",positive
34,ao 1757. d. 29tn Sept. als am ihren 72tn Geburtstage verschied sie sehr selig.,positive
3,"Mein Schulmeister wolte wissen, was mir fehle;",negative
32,"ich durfte nicht lange warten, denn den 8tn. May wiederfuhr mir die unbeschreiblich große Gnade, den Leichnam u. das Blut meines für mich gemarterten Freundes zum erstenmal im heil. Abendmahl zu genießen, u. mir war himmlisch wohl dabey.",positive
11,Er hat diese Würde nochmals noch verschiedene mal für die Gemeine und seinen Chor begleitet.,positive
25,den 13ten August 1774 wurde sie eine Mitgenossin des heiligen Abendmahls mit der Gemeine.,neutral
33,"entlich schlepten sie mich wieder aus dem Busch ins Haus und sagten nun solte ich verbrent werden, weill ich den Indianer nicht nehmen wolte,",negative
4,"So bald sie verschieden war, sandten sie zu ihren Freunden nach Melolagameyak es ihnen zu berichten;",neutral
32,O welch lieblich Loos!,positive
2,"Ein ofener Krebs Schaden an der Brust machte ihre viele Schmerzen und ein beschwerlich Krankenlager daß sie aus Noth und Leide gar oft seufzete: ach lieber Heiland hilf mir, erlöse mich und nimm mich zu dir!",negative
7,Jesu höre mein Verlangen zieh mich an mit Kraft und Stärck.),negative
26,"Hier aber, nämlich in Rotterdam, mußten wir 3 Wochen auf die Abfahrt eines größeren Schiffes, das außer den Matrosen 156 Passagiere mit nach Pennsylvanien in Nord-Amerika nehmen sollte, warten.",negative
37,"In der folgenden Zeit wurden sie zum Dienst der Gemeinen in Mountjoy, <Yorktown u.>, Emaus u. Yorktown, <u. Hebron> u. zwar bey der lezteren zwey mal angestellt. ",neutral
0,"Wie schön war deine lezte Stunde, wie wohl, wie wohl ist dir geschehn da unterm Kuß von JEsu Munde, dein Othem blieb sanft stille stehn.",positive
2,"Sie wurde von ihrer Mutter mit vieler Sorgfalt erzogen, ernstlich zum guten ermahnt und vor der Verführung der Welt in acht genommen.",positive
33,sie glaubt sie hatte die Sünde wieder den hel. Geist begangen /// aber auch da sprach ihr der Sünderfreund Trost u Muth zu,positive
26,"es wurden nämlich 3 Indianer, als die ersten von Schekomeko mit Namen {NAME}, {NAME} und {NAME} im Beisein des Herrn Grafen {NAME} von dem Missionario {NAME} getauft.",neutral
2,"Sie liessen sie unsre selige Schwester als ein Mädgen, mit einer Schwester nach Bethlehem gehen.",neutral
14,"Indeßen hielt ich mich doch noch den Winter hindurch in Hamburg auf, und war in Weihnachten etliche Tage in Pilgerruh zum Besuch.",neutral
16,"Sie redete gleich im Anfang viel von Heimgehen, welches man aber doch nicht vermüthete, sonder- lich weil sichs am 10ten zur Beßerung anließ.",positive
0,"Am 15ten gegen Abend überfiel ihn ein harter Anfall vom Steckfluß, es wurde zwar alles mögliche angewendet ihm zu helfen: allein, vergeblich.",negative
34,1757 nahm mich der Heiland in eine aparte Schule und deckte mir mein Grundverderben mehr auf als je zuvor.,negative
11,"Da lebte ich nun 2 Jahr nach meines Herzens Lust, aber alles in Unruhe.",negative
33,"da sagte ich zu meinem Vater ist es den Geschwistern so gegangen, u hat daß der l Gott zu gelaßen, so wird es uns nicht beßer gehen",negative
13,"Moment da Sie unter dem Segen der Gemeine und ihres Chors sehr sanfte in Jesu Arm und Schooß überging, in einem Alter von 48 Jahren und 9 Monaten weniger einen Tag.",positive
33,"ich dachte sie würden mich da laßen, welches wohl nicht gut für mich geweßen wäre, den da war ein solches schlechtes und Gottloses leben,",negative
12,Den 30. kamen sie recht heraus; aber Er hatte es dabei recht schwehr auf seiner Brust.,negative
36,"ohne /// den sagte sie, kann ich keine Stunde leben.",neutral
3,"Sie erlaubten es mir und da redete ich recht gründlich mit dem lieben Heiland aus, gab mich ihm ganz hin und stellte ihm vor daß es hier unmöglich mit mir gehen könnte und ich von hier weg müste.",negative
11,"Anno 1749 den 20 Januar bekam ich meinen ersten Plan in der Wäscherey mit der schönen Loosung: Sehet an, lieben Brüder, euren Beruf. Der uns zu Creuz luft-Vöglein schuf.",positive
5,"nach verlesenen Lebenslauf Ruhe nun in sanftem stillen Frieden, ruh an deines Freundes Brust; labe Dich an dem der schon hinieden einzig deines Herzens Lust.",positive
19,"da meine Lehr-Zeit verflossen, reisete ich nach Frankfurth an der Oder wo ich 2 junge Leute fand, die meines Sinnes waren, mit denen ich meine Zeit vergnügt zubrachte,",positive
37,"So heiter, kindlich froh, Kan nur ein Herz abscheiden Von dieser Welt, das so. wurde, In Jesu <Tod u.> Leiden sein <innres> Wohlseyn fand u. seine Seligkeit!",positive
36,"d. 13ten bekam sie noch ihren Antheil am h. Abendmahl, worüber sie ausnehmend vergnügt war u. sagte: ich habe es schwer, aber der l. Heiland ist mir nahe und hilft mirs ertragen.",positive
28,Zu Ende derselben wurde der andere Knabe zurückgeschickt u. ich wurde von Mr. {NAME} gekauft.,negative
27,"Ich bin geboren im Fürstentum Oettingen, unweit Nördlingen im Dorf Balkheim im Jahr 1717, den 8. Oktober.",neutral
11,"Der liebe Heiland war mir so nahe, daß ich glaubte, ich müßte zu Seinen durchborten Füßen zerfließen.",neutral
11,"es wurde ihm denn eine Heimgangs-Liturgie gehalten, und ihm der Segen der Gemeine und seines Chors ertheilt, und um halb 7 Uhr morgens erblaßte sein Mund in Jesu Arm und Schooß,",negative
32,"Die theuren Wunden Waren Dir zu allen Stunden Wonne, Fried u. Freud, Leben, Seligkeit.",positive
26,"Ich klagte dem lieben Heiland meine Not, der mich so wie ehemals bei meiner Mutter gar mächtig tröstete.",positive
38,"der Heiland selbst beruhigte sie darüber, und sie sagte: mit einem Ich glaube, Er selbst wird auch meinen lieben Mann darüber trösten, wenn Er mich zu sich heimruft.",positive
7,Er hat dem ledigen Brüder Chor in Nazareth über 12 Jahre mit Treue und inniger Herzens-Angelegenheit für das Wohl desselben nach seinem besten Erkenntniß und Vermögen gedient; sich auch verschiedene Jahre den Schul-Unterricht der Orts-Knäbgen angelegen seyn lassen.,positive
27,Seite 3 {NAME} Anno 1743 besuchte uns Bruder {NAME} auf seiner Retour von Augsburg nach Herrnhag.,neutral
26,"Dieser zog mich mit Erstaunen heraus und rettete mein Leben und, da er mich kannte, brachte er mich nach Hause.",positive
2,"Gottlob, daß sich ihr Schmerz gelegt und sie an Jesu Wunden die erst ihr Herz zur lieb bewegt nun ewig Ruh gefunden",positive
2,Er der sie hat erwehlt zu seinem Volck gezehlt und sie im Glauben durchgebracht empfängt von ihr nun Dank und macht.,positive
9,Er wurde daselbst zu Ende Novembers von unserm lieben Bruder {NAME} von Emmaus aus zu seiner Freude besucht.,positive
0,"Er übernahm hierauf das Nachtwächteramt im Brr. Haus, welches Geschäfte er noch bis auf den lezten Tag seines Hieniedenseyns mit aller Sorgfalt bediente .",positive
10,Ich konnte es aber nicht und wurde immer unruhiger in meinem Herzen.,negative
15,"die 12. Jahr die sie als Witwe in der Wachau verbrachte, diente sie den Geschwistern wo sie konnte in Demuth und Treue.",positive
35,"Diese erhielt sie auch bey den fast beständigen Schmerzen, die sie sonderlich im Rücken auszustehen hatte, bey getrosten Muthe.",positive
39,"Da einmal der Prediger diesen Text zu seiner Predigt nahm: “Wenn ich nur Seines Kleides Saum anrühren könnte, so würde ich gesund.” ward derselbe Wunsch so rege in meinem Herzen daß, nachdem ich nach Hauße gekommen, ich in den Baumgarten eilte, mich da aufs Gras auf mein Angesicht warf, u. den l. Hld: mit vielen Thränen um diese Gnade bat, – u. ich stund — meines Antheils an Ihm tröstlich versichert, beschämt u. hoch erfreut vom Grase wieder auf.",positive
9,"Am 1ten Christtage hielt er noch in Maguntsche die Predigt und taufte zum Schluß derselben das den Geschwister {NAME}s am 22ten December gebohrne Töchterlein mit Namen {NAME} welches den 28ten Morgens wieder heimging und dessen Gebeine zugleich mit den seinen beerdigt wurde. wurde aber während der Taufe so schwach, daß er so gleich zu Bette gebracht werden muste.",negative
23,sie fragte mich: ob ich nicht mit gehen wolte?,neutral
26,Es waltete hier Gnade und gegenseitige Liebe und Zutrauen.,positive
19,"Indesen machte sich zu Hause eine Gelegenheit, mein Glück in der Welt zu machen ich resolvirte auch mich vest zu setzen, aber mein Herze war mir so schwer dabey, daß ich weder schlafen noch ruhen konnte.",negative
26,"Auf dem halben Wege mußten wir ans Land gehen und Feuer machen, um uns ein wenig zu wärmen,",negative
6,Den 2ten dieses gegen 7 Uhr gefiel es dem Hld seinem Jammer u. Noth ein seliges Ende zu machen.,positive
8,"ich wolte gleich zu euch ziehen, schrieb auch deswegen an Br. {NAME}, deßen Antwort er bald darauf mit Freuden-Thränen las, paekte gleich seine Sachen zusammen, u. eilte nach Bethlehem, was er konnte.",positive
28,Wenig Wochen drauf brachte mich der Diener auf Befehl seines Meisters in ein Haus nicht sehr weit ab.,neutral
4,"Vor ohngefehr 14 Tagen wurde sie bey Gelegenheit einer starcken Erkältung nebst ihrem alten Manne kranck und unser neulich getaufter Bruder {NAME}, deßen Vaters Schwester sie war, besuchte sie und dienete ihnen in ihrer Kranckheit, biß der alte Mann beßer, er aber selbst nämlich {NAME} ein Fieber bekam.",negative
7,"Hier war er die Zeit her besonders vergnügt, und heiter, sein Herz stand im kindlichen Umgang mit dem Heiland, und sein Betragen war demüthig und liebhabend.",positive
26,"Als aber die Leiche ins Grab gesenkt und die erste Schaufel mit Erde darauf geworfen wurde, durchdrang mich ein solches Gehühl von Wehmuth, daß ich mich nicht zu lassen wußte.",negative
23,ich hatte auch von Kindheit an ein Verlangen in den Himmel zu kommen,neutral
11,1761 an meinen 49ten Geburtstag hatte ich die besondere Freude Seinen Leichnam und Blut im Heiligen Sacrament zu genießen:,positive
36,So weit sie selbst.,neutral
27,Bald darauf kam ich ins Gemeinlogis zu Schulius (?),neutral
7,Personalia unsers am 13. December 1786. selig entschlafenen Bruders {NAME}.,neutral
35,"mein sehnlicher Wunsch dabey war, daß ich doch dem Hld. ganz zur Freude werden möchte.",positive
33,ich dachte ich wolte lieber sterben.,negative
3,"daselbst wurde ihm manches schwer: doch bewieß er alle Geduld und Treue in seinem Amte und freute sich, daß er hier Gelegenheit fand, auch vielen Fremden, die ihn gerne hörten, das Evangelium zu verkündigen, dazu ihm der HErr schöne Gaben verliehen hatte.",positive
34,"Meine 2 ältesten Brüder sezten mich auch zur Rede, wie ichs verantworten könte meine Kirche zu verlaßen, darinnen ich geboren und erzogen sey, und das Abdm. mit genoßen hätte?",negative
22,"Der Bruder fragte Ihn weiter, was er denn seinem lieben Vater und Mutter von Ihm sagen solle?",neutral
26,Darüber wurde sie böse und ging davon.,negative
26,Dort vor Seinem Throne werden wir Ihm erst das schuldige Lob und Dankopfer anstimmen können.,neutral
6,"Von 1746 bis 1754 wurde er in den Kinderanstalten zu Hhut, Gnadenberg u. Marienborn gebraucht, woran er sich in der Folge jederzeit mit vielem Vergnügen erinnerte.",positive
9,"Sein trieb zum Dienst am Evangelii aber sein treues Herz gegen den Heiland und munterer Zeugen- Geist erlaubte ihm nicht, vor der Zeit und so lange er noch Kräfte zum Dienen hatte, zu ruhen,",neutral
11,da überfiel ihm ein starker Schwindel daß er auf den Boden fiel:,negative
33,"ich grigte balde eine liebe zu den Geschwistern, u. hörte gerne wenn sie mir etwas von dem Hld sagten,",positive
18,Wir wohnten zuerst 2 Jahre lang in Gnadenthal und dienten daselbst bey der damaligen Oekonomie.,neutral
25,Anno 1778 den 4ten May wurde sie ins ledige Schwestern Chor aufgenommen.,neutral
3,"denn er dachte; ich müste erst ein ganz anderer Mensch werden, ehe das geschehen könnte.",neutral
39,Dieses denn trieb mich denn zum l. Hld:,neutral
32,"bey einer solchen Unterredung mit meinen Freund u. Liebhaber wurde mir einstmalen mein Glück in einer Gem. Jesu geboren zu seyn, u. erzogen zu werden, so groß u. wichtig, dß ich meinem Heiland unter tausend Thränen dafür dankte.",positive
3,Noch in demselben Jahr wurde er zum andernmal Witwer.,negative
23,"Denselben Tag besuchte mich Bruder {NAME}, riß mir alle meine eigene Gerechtigkeit nieder und declarirte mir, daß ich als ein Gottloser müße Barmherzigkeit suchen und daß einer der Galgen und Tod verdient hätte, eher Gnade kriegen könne als ich! mit meiner Frömmigkeit.",negative
19,Der Besuch war mir sehr gesegnet.,positive
9,"Ich sagte Ja, gieng in mein Kämmerlein, fiel auf meine Knie und bat den lieben Gott und den Herren Jesum um Vergebung aller meiner Sünden, und sie wurden mir auch gleich um Seiner Wunden willen alle erlassen.",positive
28,"Etlich Wochen nach mir kam Mr. {NAME} (mein Meister) auch nach Bethlehem, zu einem Synod.",neutral
16,"Beym Anbetenden Kinder an ihrem lezten fest d. 17ten Aug. ward sie besonders angefaßt und vergoß häufige Thrainen, und so ofte sie nachher mit ihren ????? von diesem Fest redete, erzehlte sie ihnen, daß sie sich beym Anbeten viele Blutstropflein vom l. Heiland ausgebeten hatte, wie sie denn auch von dem an mehr als zuvor zum Versel-singen aufgelegt war.",negative
18,"Sie war mir, während der mehr als 30 Jahre unsers Beisammenseyns, eine treue und und liebe Gehulfin.",positive
38,Ihre in Pensylvania gebohrene Sohn {NAME} und ihre Tochter {NAME} war vor ihr zum Heiland gegangen.,neutral
19,am grünen Donnerstag war er besonders vergnügt und unter dem Fußwaschen munter sang er in seinem Bette: o du threuer werther Bräutigam gib uns absolution.,positive
3,"das erhielt mein Herz lichte und machte meinen Gang leicht; und weil mich der liebe Heiland beym Gefühl meines Elends immer wieder tröstete, so dachte ich oft: Ists möglich Sünder so zu lieben?",positive
11,"Die Loosung hieß: Singet dem Herrn ein neues Lied, und am 24ten als wir aufs Land traten, hieß sie: Danket dem HErrn, der große Wunder thut.",positive
26,Im Jahr 1733 kaufte mein Vater 100 Acker Land für 15 10/‑.,neutral
13,"Seit dem Heimgang ihrer seligen Schwester bediente Sie an ihrer Stelle die hier besuchenden Fremden, und diese waren mit ihrem ernsthaften, doch angenehmen und gesellschaftlichem Betragen wohl zufrieden.",positive
26,"Den anderen Morgen schrieb mir Bruder {NAME}: “Heute sieht es sehr dunkel und verfinstert aus, und ich kann gar nicht durchsehen, was es werden wird.”",negative
39,Sie durchlebte ihre Witwen-Zeit hier recht vergnügt u. hielt sich feste an das Trostwort des Heilands: “Ich will der Witwen ihr Versorger u. Vater seyn .” Denn sie hat es als Wahrheit in ihrer Kränklichkeit u. andern betrübten Vorkommenheiten ihres lebens tröstlich erfahren.,positive
3,"Da nun mein Vater ganz reisefertig war; so kam die Nachbarschaft zusammen, weinte und sagte meinem Vater: er würde sein Geld alles verzehren und dann arm wieder zurück kommen;",negative
28,"Mr. {NAME} hatte mit seiner Familie morgens u. abends Gebet u. ob ich gleich oft in derselben Stube war, so betete ich doch nie mit, sondern kroch in einen Winckel, gieng darauf in meine Kammer u. betete u. that wie ich von ihnen gesehen u. gehöret hatte, bis mir die Mrs {NAME}in einmal sagte, daß weil unser Heiland so wol für mich als für sie gelitten habe u. gestorben sey, so könnte ich so selig seyn wie sie u. ich sollte mit ihnen beten, welches ich denn that.",positive
26,"Bei meiner Nachhausekunft wurde ich zu meinem Erstaunen aufs liebereichste empfangen und es schien, als wenn mein Vater ganz zufrieden wäre.",positive
16,"Am 14 Sept 1767, als die Losung war: gaben ihre l. Eltern sie in die Anstalt ab, und schlugen ihr dazu folgende Losung auf: Hier gewohnte sie bald und beblich ein nutes ihren kleinen ?effielen, welche sie so wie ihre Vorgesezte zartlich lieb kriegte, und wenn sie dann und wann ihre liebe Eltern besuchte, pflegte sie selbige mit liebl. Versen angenehm, und ihnen dem noch bey ihrem lezten Besuch am 6ten dieses das ganze Lied: O welch ein Licht tritt ins Gesicht, wenn Er im Herzen fun- kelt, bis auf den letzen Vers mit Angethanheit auswendig vorgesungen;",positive
13,"Er erhalte mich bey Seinen Wunden, bis ich dieselben leiblich sehe und grüßen werde.",positive
34,"Wie erbaulich und wie schön, noch in krancken Tagen war dein Wandel anzusehn!",positive
9,Er selbst schreibt davon:,neutral
32,"bey dieser Gelegenheit gab ich mich dem lieben Heiland aufs neue hin, u. bat Ihn, Sich meiner in diesem Chore besonders anzunehmen.///",positive
26,"Bei dieser Arbeit wurde ich aber so kontus, daß ich nicht wußte, was ich tat, und befürchtete, daß wenn ich länger mit der Arbeit fortPuhr, ich ganz verrückt werden würde;",negative
7,"kaum daß ich mit Ihm red' davon, vergibt er oder hilft mir schon.)",positive
26,"Nach Verlauf von einigen Wochen besuchte ich unseren Nachbar, der ein Freund der Brüder und nebst seiner ältesten Tochter von ihnen getauft worden war.",neutral
23,"Er war 28 Jahre ein sehr treuer und Saaldiener, hatte lieb und wurde durchgängig als ein treues und liebes Herz erkannt und geliebt.",positive
26,"Indessen war es uns doch tröstlich, in der Hand des lieben Heilands zu sein, der uns in den 7 Jahren unsers Hierseins mit mehr als Mutterhänden geleitet, und mit Langmut und Verschonen getragen.",positive
11,da dachte ich: Ist denn auch noch Gnade für mich! und bekam zur Antwort O Ja:,positive
33,"mein Bruder steckte daß Feuer an,",neutral
12,"Sein Bruder küßte Ihn darauf, und bat sich noch von Ihm sein liebstes Versel aus; und er antwortete: Christi Blut und Gerechtigkeit, das ist mein Schmuck und Ehrenkleid - hörte auf zu reden, und sein Seelgen flog den 16. May den Nachmittag in der 5.ten Stunde, unter Bruder {NAME} gefühliger Liturgie und Einsegnung, selig und sanft in seines Erlösers Arme heim;",positive
19,Sie fiel einmal des morgens mit uns 5 Kindern auf die Knie und bat den lieben Gott mit Thränen: Er solle unser Vater seyn und uns nach seinem Willen leiten;,negative
26,"Uber 200 Acker Land war bereits geklart, das die schönsten Früchte lieferte.",positive
26,"dieses solle er glauben, und als für ihn getan annehmen.",neutral
26,"Seine Seele lebte wirklich in der Marter Gottes, und dies äußerte sich in seinem ganzen Wesen.",positive
21,"seiner 25. jährigen Ehe hat Gott mit 5. Söhnen u. 2. Töchtern gesegnet, wovon noch 2. Söhne u. 1. Tochter hier bey uns sind.",positive
33,"sie ermorteten ihn so gleich,",negative
4,"Nach 1 1/2 Stunde besuchte sie Bruder {NAME} und {NAME} wieder, und weil es andem war, daß sie ihre morrsche Hütte verlaßen solte, so sungen sie in der Gegenwart der Familie viele Seegens Versel vor selbige dem Lämmlein in Glauben vor und Bruder {NAME} betete hernach gläubig und zuversichtlich zum Lämmlein, daß er sie Theil an seinem Blute und Verdienst wolle haben laßen, sie aus Erbarmung als ein armes unwürdiges Sündenwürmlein, das aber doch zu seinem Lohn gehörte, in sein liebes Seiten Höhlgen hinein nehmen, und das geschah unter dem Versgen: Nimm sie aus Erbarmen rein in dein Seitenhöhlgen, laß aus Gnaden selig seyn dieses arme Seelgen.",negative
0,es wurde ihm dazu der Segen seines Chores u. der Gemeine ertheilt u. er entschlief sanft u. selig um 3/4 7 Uhr unter einer lieblichen Heimgangs- Liturgie unter dem Gesang des Verses: Wo das Lamm mit Wundennoth - dankbarlich für Seinen Tod ewig wird betrachtet.,positive
10,1743 kriegten wir einen Ruf nach Pensilvanien zu gehen,neutral
19,"Den 20ten Merz wurde er mit einem starcken Brust Fieber überfallen, am Palm Sonntag hatte er vielen Besuch von den Geschwistern und war mit allen sehr freundlich und lieb habend.",positive
19,"wie schön sieht Er aus,",positive
4,"Sie bate auch ihren Mann und die Brüder, daß wenn sie gestorben sey, wolte sie gerne bey unsern Geschwistern auf unserm Hutberg in Nazareth begraben seyn.",positive
19,"ich hatte wohl keinen Begriff davon, wurde jedoch in meinem Herzen überzeugt, daß das ein Volck Gottes sey und das was ich vorher aus den läster Schriften von den frommen Leuten gegen die Brüder gehört, fiel auf einmal weg.",positive
3,"Dieses kam mir zwar im Anfang derselben ganz aparte vor, weil ich, seit ich bey der Gemeine war, an so etwas nicht gedacht, auch nicht geglaubt hatte, daß man in der Gemeine von solchen Sachen redete.",negative
23,"Das mal noch nicht, weil ich mich noch nicht würdig genug fülte das Abendmahl zu geniessen.",negative
9,Ich weinte sehr.,negative
33,"dazu konte ich mich aber nicht resolvieren,",negative
5,"In eben diesem Jahr kam ich ins Mädgenhaus, zur Information der Kinder und wohnte bey den großen Mädgen, zog mit der Anstalt nach Marienborn und Anno 1747 wieder mit derselben nach Herrnhaag.",neutral
33,wenn ich des abends das Vieh holte so sahe ich sie ganz nahe beym hause.,neutral
5,"ich kriegte meine Seele in der rechten Gestalt zu sehen, der Fall wurde mir so zugeeignet, als ob ich wircklich in Person mitgefallen wäre, und kriegte auf das Nachdrücklichste zu fühlen, wie Leib und Seel bis in Tod verwundt und am ganzen Menschen nichts gesund war.",negative
33,"14 Tage nach dem die {NAME} abgebrant abends da wir zu Tische saßen, kamen sie auch und schoßen,",negative
26,Ich wohnte der Taufhandlung zu unvergeßlichem Eindruck bei;,positive
34,"ao. 1755. als Br. {NAME} in Newyorck predigte und sonderl. die Worte, Ps. 45, 11.12 anführte: Höre Tochter schaue drauf und neige deine Ohren, vergiß deines Volcks und deines Vaters Hauses; so wird der König Lust an deiner Schöne haben, denn Er ist dein HErr, und du solst Ihn anbeten.",neutral
3,(Wir konnten von unserm Orte zu Wasser bis Hamburg kommen.),neutral
3,"Hier blieben wir einige Tage, und nach dem wir am 20ten ein seliges Abendmahl gehabt, gingen wir am 23ten in See, hatte eine gute Reise und liefen am 16ten November in Newyork ein.",positive
